;language:;French;;;;;;;;;;;;;;;;;;;;;;;
;corpus:;French Web 2012;;;;;;;;;;;;;;;;;;;;;;;
;word form;frequence;;;;;;;;;;;;;;;;;;;;;;;
86;commun;16899;0,05425075;;;;;;;;;;;;;;;;;;;;;;
87;droit;16885;0,054205805;;;;;;;;;;;;;;;;;;;;;;
88;total;16723;0,053685738;;;;;;;;;;;;;;;;;;;;;;
89;normal;16604;0,053303713;;;;;;;;;;;;;;;;;;;;;;
90;large;16515;0,053017997;;;;;;;;;;;;;;;;;;;;;;
91;spécial;16400;0,052648813;;;;;;;;;;;;;;;;;;;;;;
92;populaire;16272;0,052237896;;;;;;;;;;;;;;;;;;;;;;
93;heureux;16160;0,051878343;;;;;;;;;;;;;;;;;;;;;;
94;final;16031;0,051464215;;;;;;;;;;;;;;;;;;;;;;
95;super;16017;0,051419271;;;;;;;;;;;;;;;;;;;;;;
96;faible;15978;0,051294069;;;;;;;;;;;;;;;;;;;;;;
97;fin;15841;0,050854259;;;;;;;;;;;;;;;;;;;;;;
98;commercial;15638;0,05020257;;;;;;;;;;;;;;;;;;;;;;
99;supplémentaire;15472;0,049669661;;;;;;;;;;;;;;;;;;;;;;
100;militaire;15437;0,049557301;;;;;;;;;;;;;;;;;;;;;;
101;court;15417;0,049493095;;;;;;;;;;;;;;;;;;;;;;
102;physique;15201;0,048799671;;;;;;;;;;;;;;;;;;;;;;
103;utile;14898;0,047826952;;;;;;;;;;;;;;;;;;;;;;
104;frais;14893;0,047810901;;;;;;;;;;;;;;;;;;;;;;
105;clair;14875;0,047753116;;;;;;;;;;;;;;;;;;;;;;
106;vidéo;14777;0,047438507;;;;;;;;;;;;;;;;;;;;;;
107;officiel;14770;0,047416035;;;;;;;;;;;;;;;;;;;;;;
108;bas;14720;0,04725552;;;;;;;;;;;;;;;;;;;;;;
109;futur;14565;0,046757925;;;;;;;;;;;;;;;;;;;;;;
110;essentiel;14528;0,046639144;;;;;;;;;;;;;;;;;;;;;;
111;traditionnel;14301;0,045910407;;;;;;;;;;;;;;;;;;;;;;
112;grave;14239;0,045711369;;;;;;;;;;;;;;;;;;;;;;
113;magnifique;14073;0,04517846;;;;;;;;;;;;;;;;;;;;;;
114;intéressant;14051;0,045107834;;;;;;;;;;;;;;;;;;;;;;
115;direct;13940;0,044751491;;;;;;;;;;;;;;;;;;;;;;
116;énorme;13644;0,043801244;;;;;;;;;;;;;;;;;;;;;;
117;relatif;13621;0,043727408;;;;;;;;;;;;;;;;;;;;;;
118;pire;13549;0,043496266;;;;;;;;;;;;;;;;;;;;;;
119;anglais;13548;0,043493056;;;;;;;;;;;;;;;;;;;;;;
120;culturel;13340;0,042825315;;;;;;;;;;;;;;;;;;;;;;
121;régional;13292;0,042671221;;;;;;;;;;;;;;;;;;;;;;
122;vert;13187;0,04233414;;;;;;;;;;;;;;;;;;;;;;
123;civil;13072;0,041964956;;;;;;;;;;;;;;;;;;;;;;
124;rare;13016;0,04178518;;;;;;;;;;;;;;;;;;;;;;
125;récent;12975;0,041653558;;;;;;;;;;;;;;;;;;;;;;
126;précis;12961;0,041608614;;;;;;;;;;;;;;;;;;;;;;
127;scientifique;12894;0,041393524;;;;;;;;;;;;;;;;;;;;;;
128;puissant;12874;0,041329318;;;;;;;;;;;;;;;;;;;;;;
129;léger;12846;0,04123943;;;;;;;;;;;;;;;;;;;;;;
130;riche;12775;0,041011499;;;;;;;;;;;;;;;;;;;;;;
131;doux;12740;0,040899139;;;;;;;;;;;;;;;;;;;;;;
132;central;12658;0,040635895;;;;;;;;;;;;;;;;;;;;;;
133;profond;12528;0,040218557;;;;;;;;;;;;;;;;;;;;;;
134;électrique;12370;0,03971133;;;;;;;;;;;;;;;;;;;;;;
135;précédent;12219;0,039226576;;;;;;;;;;;;;;;;;;;;;;
136;faux;12193;0,039143108;;;;;;;;;;;;;;;;;;;;;;
137;spécifique;12039;0,038648723;;;;;;;;;;;;;;;;;;;;;;
138;cher;12039;0,038648723;;;;;;;;;;;;;;;;;;;;;;
139;net;12005;0,038539573;;;;;;;;;;;;;;;;;;;;;;
140;moderne;12003;0,038533153;;;;;;;;;;;;;;;;;;;;;;
141;impossible;11811;0,037916776;;;;;;;;;;;;;;;;;;;;;;
142;nul;11795;0,037865412;;;;;;;;;;;;;;;;;;;;;;
143;original;11722;0,03763106;;;;;;;;;;;;;;;;;;;;;;
144;pratique;11705;0,037576485;;;;;;;;;;;;;;;;;;;;;;
145;classique;11496;0,036905534;;;;;;;;;;;;;;;;;;;;;;
146;actif;11490;0,036886272;;;;;;;;;;;;;;;;;;;;;;
147;médical;11394;0,036578084;;;;;;;;;;;;;;;;;;;;;;
148;froid;11358;0,036462513;;;;;;;;;;;;;;;;;;;;;;
149;historique;11259;0,036144694;;;;;;;;;;;;;;;;;;;;;;
150;lourd;11230;0,036051596;;;;;;;;;;;;;;;;;;;;;;
151;moindre;11149;0,035791562;;;;;;;;;;;;;;;;;;;;;;
152;bleu;11075;0,035554;;;;;;;;;;;;;;;;;;;;;;
153;neuf;10971;0,03522013;;;;;;;;;;;;;;;;;;;;;;
154;double;10874;0,034908731;;;;;;;;;;;;;;;;;;;;;;
155;agréable;10848;0,034825264;;;;;;;;;;;;;;;;;;;;;;
156;positif;10844;0,034812423;;;;;;;;;;;;;;;;;;;;;;
157;majeur;10831;0,034770689;;;;;;;;;;;;;;;;;;;;;;
158;collectif;10815;0,034719324;;;;;;;;;;;;;;;;;;;;;;
159;conséquent;10676;0,034273093;;;;;;;;;;;;;;;;;;;;;;
160;scolaire;10632;0,03413184;;;;;;;;;;;;;;;;;;;;;;
161;numérique;10577;0,033955274;;;;;;;;;;;;;;;;;;;;;;
162;parfait;10491;0,033679189;;;;;;;;;;;;;;;;;;;;;;
163;quotidien;10479;0,033640665;;;;;;;;;;;;;;;;;;;;;;
164;familial;10320;0,033130229;;;;;;;;;;;;;;;;;;;;;;
165;idéal;10151;0,032587689;;;;;;;;;;;;;;;;;;;;;;
166;pur;10096;0,032411123;;;;;;;;;;;;;;;;;;;;;;
167;intérieur;10059;0,032292342;;;;;;;;;;;;;;;;;;;;;;
168;matériel;9902;0,031788326;;;;;;;;;;;;;;;;;;;;;;
169;individuel;9808;0,031486559;;;;;;;;;;;;;;;;;;;;;;
170;cél?bre;9756;0,031319623;;;;;;;;;;;;;;;;;;;;;;
171;sportif;9721;0,031207263;;;;;;;;;;;;;;;;;;;;;;
172;extérieur;9629;0,030911916;;;;;;;;;;;;;;;;;;;;;;
173;sérieux;9607;0,03084129;;;;;;;;;;;;;;;;;;;;;;
174;portable;9508;0,03052347;;;;;;;;;;;;;;;;;;;;;;
175;exceptionnel;9438;0,03029875;;;;;;;;;;;;;;;;;;;;;;
176;présidentiel;9432;0,030279488;;;;;;;;;;;;;;;;;;;;;;
177;privé;9414;0,030221703;;;;;;;;;;;;;;;;;;;;;;
178;dangereux;9398;0,030170338;;;;;;;;;;;;;;;;;;;;;;
179;religieux;9372;0,030086871;;;;;;;;;;;;;;;;;;;;;;
180;issu;9347;0,030006613;;;;;;;;;;;;;;;;;;;;;;
181;allemand;9342;0,029990562;;;;;;;;;;;;;;;;;;;;;;
182;évident;9262;0,029733738;;;;;;;;;;;;;;;;;;;;;;
183;âgé;9258;0,029720897;;;;;;;;;;;;;;;;;;;;;;
184;durable;9238;0,029656691;;;;;;;;;;;;;;;;;;;;;;
185;africain;9151;0,029377396;;;;;;;;;;;;;;;;;;;;;;
186;indépendant;9114;0,029258615;;;;;;;;;;;;;;;;;;;;;;
187;alimentaire;9111;0,029248984;;;;;;;;;;;;;;;;;;;;;;
188;global;9088;0,029175147;;;;;;;;;;;;;;;;;;;;;;
189;virtuel;9007;0,028915113;;;;;;;;;;;;;;;;;;;;;;
190;mobile;8985;0,028844487;;;;;;;;;;;;;;;;;;;;;;
191;superbe;8972;0,028802753;;;;;;;;;;;;;;;;;;;;;;
192;pauvre;8719;0,027990549;;;;;;;;;;;;;;;;;;;;;;
193;administratif;8589;0,027573211;;;;;;;;;;;;;;;;;;;;;;
194;fameux;8519;0,02734849;;;;;;;;;;;;;;;;;;;;;;
195;vif;8507;0,027309967;;;;;;;;;;;;;;;;;;;;;;
196;content;8456;0,027146242;;;;;;;;;;;;;;;;;;;;;;
197;industriel;8399;0,026963255;;;;;;;;;;;;;;;;;;;;;;
198;électronique;8309;0,026674329;;;;;;;;;;;;;;;;;;;;;;
199;objectif;8289;0,026610123;;;;;;;;;;;;;;;;;;;;;;
200;fondamental;8236;0,026439977;;;;;;;;;;;;;;;;;;;;;;
;;;0;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
